 ;Total;
 ;Price;Volume
Time;USD;BTC
03.09.2013 00:00;124.99850885;17603.4224643
04.09.2013 00:00;682.838907969;32638.5664308
05.09.2013 00:00;118.905178957;33734.4314663
06.09.2013 00:00;492.032264957;28760.4479655
07.09.2013 00:00;119.93;15578.1418736
08.09.2013 00:00;115.44;8994.81078634
09.09.2013 00:00;685.543916487;31623.3830614
10.09.2013 00:00;122.07;16771.2524528
11.09.2013 00:00;704.14540031;30748.5040586
12.09.2013 00:00;122.72604452;21158.4372107
13.09.2013 00:00;126.61803212;14347.6218341
14.09.2013 00:00;347.390318503;13484.8970066
15.09.2013 00:00;124.663090694;10382.8281615
16.09.2013 00:00;172.070042043;13581.577091
17.09.2013 00:00;126.92;14231.7860367
18.09.2013 00:00;127.0;18851.5957725
19.09.2013 00:00;120.753;16956.502136
20.09.2013 00:00;121.116;16501.3482296
21.09.2013 00:00;123.38;7307.351694
22.09.2013 00:00;121.6896716;5548.19298711
23.09.2013 00:00;408.662120429;12067.6995005
24.09.2013 00:00;121.781734229;15619.7359273
25.09.2013 00:00;122.998668727;13527.3457037
26.09.2013 00:00;122.749;12172.6745563
27.09.2013 00:00;126.84;19170.6223621
28.09.2013 00:00;123.6;11034.5775854
29.09.2013 00:00;145.345828696;15899.532288
30.09.2013 00:00;772.0;17678.8039448
01.10.2013 00:00;127.275124949;15091.080342
02.10.2013 00:00;311.902346496;94780.0615483
03.10.2013 00:00;115.22825992;44158.7602918
04.10.2013 00:00;121.94;24694.8350868
05.10.2013 00:00;121.22476911;7882.26379598
06.10.2013 00:00;122.49;9180.37774392
07.10.2013 00:00;121.859285823;19366.4557129
08.10.2013 00:00;122.851752506;25713.4852111
09.10.2013 00:00;651.270762007;42035.4394704
10.10.2013 00:00;123.55521518;31042.7981016
11.10.2013 00:00;127.355856859;19425.4259556
12.10.2013 00:00;127.58;18011.8991622
13.10.2013 00:00;832.425662456;33472.9291917
14.10.2013 00:00;135.43;63907.1275684
15.10.2013 00:00;368.137031723;43910.0562075
16.10.2013 00:00;202.636417863;87383.9973712
17.10.2013 00:00;142.339220551;56010.2601751
18.10.2013 00:00;868.355933387;67068.2426952
19.10.2013 00:00;795.881584489;99114.4972719
20.10.2013 00:00;872.821772946;23211.9143454
21.10.2013 00:00;701.016384515;77265.0337883
22.10.2013 00:00;886.664848108;115301.776795
23.10.2013 00:00;854.533182874;73242.9332834
24.10.2013 00:00;205.042154703;150489.558672
25.10.2013 00:00;1019.72085142;102801.888584
26.10.2013 00:00;1092.9;57621.5841856
27.10.2013 00:00;1221.56021741;43376.1774266
28.10.2013 00:00;195.991099361;41885.7177016
29.10.2013 00:00;1089.72254917;41620.4006708
30.10.2013 00:00;635.489192566;59717.3562845
31.10.2013 00:00;813.687372709;30535.9685822
01.11.2013 00:00;202.157158682;18800.3837277
02.11.2013 00:00;201.681657829;18906.9980432
03.11.2013 00:00;960.035464587;33748.0139934
04.11.2013 00:00;675.584689612;77584.6274148
05.11.2013 00:00;1354.7004213;120274.647012
06.11.2013 00:00;1637.4378306;105096.855565
07.11.2013 00:00;1328.56649287;147460.451441
08.11.2013 00:00;1957.92315136;119090.107929
09.11.2013 00:00;680.628445078;152209.399663
10.11.2013 00:00;530.602838157;201579.109863
11.11.2013 00:00;780.128438195;90302.7600677
12.11.2013 00:00;2083.57330184;90865.8304305
13.11.2013 00:00;1147.55711796;116599.637547
14.11.2013 00:00;1116.43763903;114882.843799
15.11.2013 00:00;1884.69794124;106125.75084
16.11.2013 00:00;464.711558194;70005.6872197
17.11.2013 00:00;3045.90877582;119335.737714
18.11.2013 00:00;1534.89638498;219649.192989
19.11.2013 00:00;3717.96930651;247115.447492
20.11.2013 00:00;1771.52444613;221379.451991
21.11.2013 00:00;3783.02880375;139664.335296
22.11.2013 00:00;2601.86188717;109995.309472
23.11.2013 00:00;820.642227908;95356.4607462
24.11.2013 00:00;4509.61922055;110302.162863
25.11.2013 00:00;2002.47424905;80113.4417033
26.11.2013 00:00;2180.61685562;108969.367232
27.11.2013 00:00;3471.61935835;126986.632331
28.11.2013 00:00;4175.45192898;156975.184028
29.11.2013 00:00;4715.50732152;132092.520154
30.11.2013 00:00;3707.74853976;75426.6261761
01.12.2013 00:00;2192.9818121;215951.486664
02.12.2013 00:00;4831.84096303;133351.44761
03.12.2013 00:00;3510.82135652;87825.6970121
04.12.2013 00:00;6417.21819264;81034.3698521
05.12.2013 00:00;2695.45753374;238981.37101
06.12.2013 00:00;3744.25781092;172100.274683
07.12.2013 00:00;1501.27132145;331725.060514
08.12.2013 00:00;2182.18661379;128305.338657
09.12.2013 00:00;1499.08901921;160804.541768
10.12.2013 00:00;3760.18226224;126433.532213
11.12.2013 00:00;3585.3055481;140830.946984
12.12.2013 00:00;4963.1214916;85483.4879498
13.12.2013 00:00;3121.43524631;96802.0515458
14.12.2013 00:00;4986.00133314;62974.5994638
15.12.2013 00:00;4563.49099328;92023.2405019
16.12.2013 00:00;2683.81967485;217701.617248
17.12.2013 00:00;2154.98230955;147705.384999
18.12.2013 00:00;587.595242378;380313.659919
19.12.2013 00:00;1065.66454727;169532.304019
20.12.2013 00:00;745.513376385;116436.635582
21.12.2013 00:00;593.452318427;60298.577568
22.12.2013 00:00;607.859684561;51622.7238762
23.12.2013 00:00;1966.14168745;37033.0402113
24.12.2013 00:00;652.794347826;30738.9969931
25.12.2013 00:00;807.489524286;22018.3467562
26.12.2013 00:00;3107.1427182;65541.3183001
27.12.2013 00:00;1208.11025067;55198.9382978
28.12.2013 00:00;714.299388762;29823.7965891
29.12.2013 00:00;751.59559703;18740.240587
30.12.2013 00:00;741.18072677;16877.8090812
31.12.2013 00:00;949.411756816;15861.3942947
01.01.2014 00:00;744.157;16266.1834552
02.01.2014 00:00;1474.25917004;32045.7969446
03.01.2014 00:00;956.980983189;36783.9608176
04.01.2014 00:00;828.688883082;29924.2208134
05.01.2014 00:00;1651.00859689;60821.9812398
06.01.2014 00:00;2009.555243;75551.5915206
07.01.2014 00:00;1381.05295838;92045.4716401
08.01.2014 00:00;1148.89904967;80088.0051482
09.01.2014 00:00;812.846743135;57796.0684214
10.01.2014 00:00;858.361265632;31477.4515029
11.01.2014 00:00;1344.01348729;43207.389502
12.01.2014 00:00;904.465441822;40124.8544455
13.01.2014 00:00;3788.95462548;46320.4574776
14.01.2014 00:00;1532.60532357;23898.600022
15.01.2014 00:00;836.446094066;28002.2746342
16.01.2014 00:00;847.994495317;19298.4330783
17.01.2014 00:00;795.356217628;35226.6920124
18.01.2014 00:00;817.463688875;14820.0524279
19.01.2014 00:00;942.319089351;20969.3963486
20.01.2014 00:00;1175.21823536;21016.2648972
21.01.2014 00:00;2357.39527399;15442.444137
22.01.2014 00:00;819.949676784;17282.3775407
23.01.2014 00:00;972.001493111;17640.8592893
24.01.2014 00:00;632.684021768;37607.92204
25.01.2014 00:00;1825.56094421;20934.5118304
26.01.2014 00:00;815.10827002;25790.9126935
27.01.2014 00:00;827.735311909;50365.4382819
28.01.2014 00:00;958.186703118;43004.9238429
29.01.2014 00:00;793.743773819;15591.5602513
30.01.2014 00:00;794.66696639;66687.4484899
31.01.2014 00:00;797.39249168;13433.8313457
01.02.2014 00:00;800.742211718;16993.5543607
02.02.2014 00:00;806.498636954;11053.4420692
03.02.2014 00:00;796.337493685;12367.4049116
04.02.2014 00:00;801.90175706;13415.6546745
05.02.2014 00:00;773.843656266;16253.0723439
06.02.2014 00:00;824.193509908;34191.8674341
07.02.2014 00:00;823.055077316;115998.257153
08.02.2014 00:00;991.058577013;31955.3755332
09.02.2014 00:00;698.28396155;33607.2106739
10.02.2014 00:00;806.479980916;141587.295954
11.02.2014 00:00;863.459510214;80292.689908
12.02.2014 00:00;648.796068712;36877.3299261
13.02.2014 00:00;668.515281519;55307.4290885
14.02.2014 00:00;739.791997268;147009.366993
15.02.2014 00:00;638.196368792;37659.6245226
16.02.2014 00:00;597.205765315;57969.4652212
17.02.2014 00:00;2033.34014826;43421.2987909
18.02.2014 00:00;625.32134781;27221.5409464
19.02.2014 00:00;614.244194906;19193.1338463
20.02.2014 00:00;580.118825553;70434.1605351
21.02.2014 00:00;563.140626531;69322.9473203
22.02.2014 00:00;727.538318971;46910.1002636
23.02.2014 00:00;2338.93496272;47436.7185576
24.02.2014 00:00;672.499077087;86445.3310699
25.02.2014 00:00;642.489345078;219669.844407
26.02.2014 00:00;593.007129168;98805.3107186
27.02.2014 00:00;569.8743028;37896.2210462
28.02.2014 00:00;541.491273431;43420.3364197
01.03.2014 00:00;2654.39906597;29239.1732302
02.03.2014 00:00;560.786893601;13900.323521
03.03.2014 00:00;1956.98018332;125690.554993
04.03.2014 00:00;630.22795131;72124.6489748
05.03.2014 00:00;903.530378763;30730.1199601
06.03.2014 00:00;609.438941866;21670.7324735
07.03.2014 00:00;897.449499573;36638.7071391
08.03.2014 00:00;706.078026645;21973.141187
09.03.2014 00:00;630.13935486;19452.2192673
10.03.2014 00:00;2428.77834149;24070.4028136
11.03.2014 00:00;626.00203044;17233.8854341
12.03.2014 00:00;628.73062755;23364.458527
13.03.2014 00:00;3823.13458679;16072.0592401
14.03.2014 00:00;523.204369817;15364.2367852
15.03.2014 00:00;629.99382024;5967.70835034
16.03.2014 00:00;625.856941111;7302.76131393
17.03.2014 00:00;1300.95295821;16189.706054
18.03.2014 00:00;3348.8651943;26583.2079259
19.03.2014 00:00;647.668315923;16681.6799793
20.03.2014 00:00;570.06645791;21096.1375824
21.03.2014 00:00;544.93234345;42554.4483728
22.03.2014 00:00;677.224337815;21496.4710415
23.03.2014 00:00;668.969825455;10281.1926639
24.03.2014 00:00;882.470536176;25376.2686411
25.03.2014 00:00;604.979365677;15580.4244149
26.03.2014 00:00;558.545374555;17303.4645079
27.03.2014 00:00;636.267700521;82608.8193773
28.03.2014 00:00;628.374396733;60173.663216
29.03.2014 00:00;674.374057481;12873.7624654
30.03.2014 00:00;827.13558845;56020.3420385
31.03.2014 00:00;471.647784071;47261.9629392
01.04.2014 00:00;479.620804762;44692.0233619
02.04.2014 00:00;547.503168557;76510.1321035
03.04.2014 00:00;447.443208668;58938.9299875
04.04.2014 00:00;446.079589624;34873.1218861
05.04.2014 00:00;674.39669174;21213.2891132
06.04.2014 00:00;462.709387943;15601.6982408
07.04.2014 00:00;463.534784818;24386.8264514
08.04.2014 00:00;1712.64703063;14695.6029639
09.04.2014 00:00;458.657225931;20737.0406365
10.04.2014 00:00;431.352690361;100644.30297
11.04.2014 00:00;443.685751287;97164.2690526
12.04.2014 00:00;1813.30582536;32754.6914944
13.04.2014 00:00;522.791116354;41387.4069021
14.04.2014 00:00;2326.04752609;72934.9992411
15.04.2014 00:00;574.305575192;74452.6064615
16.04.2014 00:00;1826.14238541;69088.5513635
17.04.2014 00:00;536.620042895;44886.4934232
18.04.2014 00:00;997.385456013;25273.6483919
19.04.2014 00:00;525.79244578;26414.6942106
20.04.2014 00:00;857.846388568;14995.7636856
21.04.2014 00:00;1291.49325899;18120.7947637
22.04.2014 00:00;511.396897032;17210.4582829
23.04.2014 00:00;1243.74739655;11051.7594887
24.04.2014 00:00;500.454467003;16689.536239
25.04.2014 00:00;642.613896132;63477.9302132
26.04.2014 00:00;458.970731707;16573.9163548
27.04.2014 00:00;456.736931676;16927.083736
28.04.2014 00:00;428.487204032;30220.8383609
29.04.2014 00:00;843.083956521;23151.3136391
30.04.2014 00:00;441.449076735;22855.4644838
01.05.2014 00:00;447.762546816;18725.2515427
02.05.2014 00:00;434.370310043;15598.0217536
03.05.2014 00:00;1300.81877433;13443.2229094
04.05.2014 00:00;2414.73912373;8705.44983556
05.05.2014 00:00;425.0;12326.4106867
06.05.2014 00:00;1807.52528164;17773.9555574
07.05.2014 00:00;450.952487597;25792.2578283
08.05.2014 00:00;427.61893049;13599.7961218
09.05.2014 00:00;442.0;15728.5576974
10.05.2014 00:00;1373.97978661;8631.30750669
11.05.2014 00:00;2608.1622275;14956.2454746
12.05.2014 00:00;441.532355083;9144.86796401
13.05.2014 00:00;432.602973917;10687.7228528
14.05.2014 00:00;438.799317481;12601.7002648
15.05.2014 00:00;440.237071941;10786.5699263
16.05.2014 00:00;439.252433407;9559.33656389
17.05.2014 00:00;1852.83783071;4532.12577068
18.05.2014 00:00;682.828603502;4697.57693934
19.05.2014 00:00;437.85684932;8904.64098007
20.05.2014 00:00;607.872739734;53056.4111465
21.05.2014 00:00;485.733567731;15789.7247329
22.05.2014 00:00;738.452407471;36953.491293
23.05.2014 00:00;1809.14228008;40286.1300571
24.05.2014 00:00;2741.32512733;12410.9219663
25.05.2014 00:00;571.491847805;44050.8477504
26.05.2014 00:00;1258.06317825;27645.0077708
27.05.2014 00:00;1880.27557266;39644.7671719
28.05.2014 00:00;563.53516251;19486.4557677
29.05.2014 00:00;553.859240865;16221.8064136
30.05.2014 00:00;3809.96712486;43494.0486127
31.05.2014 00:00;3820.76449637;18864.82159
01.06.2014 00:00;2366.94113957;53679.5906975
02.06.2014 00:00;2521.34954346;41076.6683846
03.06.2014 00:00;2509.71397998;29509.4011309
04.06.2014 00:00;654.62706593;38568.7705133
05.06.2014 00:00;3500.36613204;24933.9212078
06.06.2014 00:00;2427.20978149;14268.9177478
07.06.2014 00:00;641.676607714;11528.2381671
08.06.2014 00:00;2281.55381375;6397.66665954
09.06.2014 00:00;639.469721395;15209.5111575
10.06.2014 00:00;591.887419239;12522.0777362
11.06.2014 00:00;2449.84793775;20726.5420579
12.06.2014 00:00;1262.59344536;48087.1136601
13.06.2014 00:00;624.314117733;34579.5091058
14.06.2014 00:00;1401.03220577;35324.8528899
15.06.2014 00:00;1232.1691746;20477.0788552
16.06.2014 00:00;483.027886314;25327.0650888
17.06.2014 00:00;2211.62977903;13731.4533286
18.06.2014 00:00;609.772217431;15345.4970589
19.06.2014 00:00;573.625079905;7343.76485759
20.06.2014 00:00;1112.92812129;13568.0193832
21.06.2014 00:00;740.580773297;8365.47877591
22.06.2014 00:00;1235.64742566;9668.60294075
23.06.2014 00:00;583.539504659;11530.7418934
24.06.2014 00:00;1242.4566408;12454.7129371
25.06.2014 00:00;2107.55555244;20537.1488203
26.06.2014 00:00;574.653476879;12260.5224885
27.06.2014 00:00;599.26247165;21602.2039725
28.06.2014 00:00;621.83487648;13509.5686303
29.06.2014 00:00;596.396842652;9793.57449784
30.06.2014 00:00;2551.77074567;45107.4459821
01.07.2014 00:00;745.944569178;35401.2099508
02.07.2014 00:00;1365.93032413;26533.6783308
03.07.2014 00:00;2898.94528905;19955.0973004
04.07.2014 00:00;3074.37529378;25249.0469787
05.07.2014 00:00;630.231767404;9572.54651329
06.07.2014 00:00;885.135624848;10427.3987037
07.07.2014 00:00;3270.80815533;19876.6246423
08.07.2014 00:00;3381.77857508;10386.3783902
09.07.2014 00:00;621.866489496;8692.73581208
10.07.2014 00:00;1953.44882443;16826.4023924
11.07.2014 00:00;664.97289834;18523.426114
12.07.2014 00:00;3892.46371047;15113.6038487
13.07.2014 00:00;2456.06306848;13689.7976438
14.07.2014 00:00;3637.30078027;13324.3380063
15.07.2014 00:00;3792.5404582;10881.5473666
16.07.2014 00:00;1377.69945601;15039.0650349
17.07.2014 00:00;819.911524721;17551.8324387
18.07.2014 00:00;2782.65149501;12880.1791926
19.07.2014 00:00;3538.98820607;7014.56530026
20.07.2014 00:00;626.98;5328.98753714
21.07.2014 00:00;622.37522098;9626.07608616
22.07.2014 00:00;2697.32506734;9253.89684272
23.07.2014 00:00;741.118891186;12070.4802314
24.07.2014 00:00;3192.66079211;30062.2624871
25.07.2014 00:00;1865.87338353;17133.2979459
26.07.2014 00:00;804.634747588;13474.9193799
27.07.2014 00:00;817.54372353;11348.0662913
28.07.2014 00:00;3181.01762967;26499.4507667
29.07.2014 00:00;579.038698016;14507.1799963
30.07.2014 00:00;1579.98706889;24332.277071
31.07.2014 00:00;2887.55852023;26056.168575
01.08.2014 00:00;2811.99223065;27225.2066324
02.08.2014 00:00;1235.13017962;12076.2644847
03.08.2014 00:00;2318.23385093;11906.4200931
04.08.2014 00:00;1823.84104517;14703.590006
05.08.2014 00:00;3544.46703521;16417.3271207
06.08.2014 00:00;3190.87418129;15870.7123444
07.08.2014 00:00;3236.62519212;12769.5598125
08.08.2014 00:00;1377.52516377;15127.7831495
09.08.2014 00:00;1709.09074206;10701.4228044
10.08.2014 00:00;3621.97321483;11125.7229025
11.08.2014 00:00;3510.29346313;14754.0756212
12.08.2014 00:00;3436.88903228;14191.0329693
13.08.2014 00:00;909.431429213;43684.6333394
14.08.2014 00:00;1171.4127308;49393.1953954
15.08.2014 00:00;493.24121717;28717.1016626
16.08.2014 00:00;522.77689507;19221.4165697
17.08.2014 00:00;483.617116015;16353.1540287
18.08.2014 00:00;2730.51039306;57698.0017478
19.08.2014 00:00;2759.42541365;61618.2591605
20.08.2014 00:00;1980.50712275;71628.770967
21.08.2014 00:00;3087.58494441;68987.4747666
22.08.2014 00:00;2829.47598866;52681.3235892
23.08.2014 00:00;674.62985567;35864.8299344
24.08.2014 00:00;3101.39946517;29321.9027851
25.08.2014 00:00;1659.5755461;22179.8121931
26.08.2014 00:00;2462.36233374;27526.4508098
27.08.2014 00:00;739.937747746;31388.8298811
28.08.2014 00:00;2398.21030292;28477.622843
29.08.2014 00:00;3047.15208674;24419.1066316
30.08.2014 00:00;2826.22753762;15486.2116115
31.08.2014 00:00;2474.47920345;72789.3135271
01.09.2014 00:00;1892.91254358;29982.1110612
02.09.2014 00:00;2663.98961267;31401.7981478
03.09.2014 00:00;1923.12147105;24338.1167057
04.09.2014 00:00;2994.40805075;36191.37615
05.09.2014 00:00;729.810106544;20779.1441298
06.09.2014 00:00;372.572198169;14633.6645123
07.09.2014 00:00;402.315996293;13376.8725181
08.09.2014 00:00;724.294113832;36435.8101355
09.09.2014 00:00;473.997202898;27311.0000766
10.09.2014 00:00;2280.43404867;31393.6813331
11.09.2014 00:00;2672.21543535;23264.8919324
12.09.2014 00:00;464.034667034;23192.9157666
13.09.2014 00:00;2513.91639756;19652.2087844
14.09.2014 00:00;2761.15887403;18616.8876572
15.09.2014 00:00;2031.77127882;19692.0566946
16.09.2014 00:00;2453.71988106;28010.1153738
17.09.2014 00:00;1752.4376078;37472.2298907
18.09.2014 00:00;563.837496561;68955.9079799
19.09.2014 00:00;784.652511715;83023.2249255
20.09.2014 00:00;2460.31937583;82640.6589714
21.09.2014 00:00;566.687363094;60651.0778688
22.09.2014 00:00;2444.85371038;48528.873088
23.09.2014 00:00;2404.15994163;89931.6769493
24.09.2014 00:00;2255.42528125;58177.6741716
25.09.2014 00:00;862.010340827;56110.042756
26.09.2014 00:00;2453.10958263;43523.5058926
27.09.2014 00:00;1341.19590412;32204.8225547
28.09.2014 00:00;921.927493011;55873.1697111
29.09.2014 00:00;2036.09327686;75923.3682302
30.09.2014 00:00;1884.62231488;68672.6942693
01.10.2014 00:00;1423.99020694;55132.941332
02.10.2014 00:00;1778.48011184;39319.0649606
03.10.2014 00:00;981.785491692;57355.3336593
04.10.2014 00:00;1926.27477551;95148.73571
05.10.2014 00:00;482.920748794;162624.484997
06.10.2014 00:00;1844.83088653;169870.781888
07.10.2014 00:00;1870.85849376;100565.42267
08.10.2014 00:00;1308.14026416;107763.609759
09.10.2014 00:00;2104.83673309;159584.001582
10.10.2014 00:00;1742.03442818;83566.8174454
11.10.2014 00:00;1255.60547542;69782.2891688
12.10.2014 00:00;1919.84685046;61266.2266942
13.10.2014 00:00;2119.50450612;93068.2214949
14.10.2014 00:00;1701.69976718;128465.232909
15.10.2014 00:00;2405.02160084;92464.3719711
16.10.2014 00:00;2314.21205908;95806.1771302
17.10.2014 00:00;2317.21996061;83405.5079395
18.10.2014 00:00;954.776242638;97072.1419224
19.10.2014 00:00;2317.16044443;77654.0747809
20.10.2014 00:00;1316.51372621;61336.6333321
21.10.2014 00:00;2105.39831695;68313.7121143
22.10.2014 00:00;1384.42812269;45354.8650502
23.10.2014 00:00;356.513169928;97767.8638861
24.10.2014 00:00;2178.91153388;72407.091887
25.10.2014 00:00;2123.08522612;71472.4190517
26.10.2014 00:00;2101.18237298;60145.1591285
27.10.2014 00:00;2136.30476543;97867.2913468
28.10.2014 00:00;312.9049118;67542.9355555
29.10.2014 00:00;1448.75347371;101543.587264
30.10.2014 00:00;1590.54926293;115535.781621
31.10.2014 00:00;1511.79880015;68660.9138755
01.11.2014 00:00;1586.56295207;92494.9163969
02.11.2014 00:00;1861.32966427;76697.6739039
03.11.2014 00:00;1101.88191106;109064.712992
04.11.2014 00:00;1128.19478487;86174.0275546
05.11.2014 00:00;687.548924632;102912.376382
06.11.2014 00:00;2126.96113929;97182.2326048
07.11.2014 00:00;741.911108514;96474.4791411
08.11.2014 00:00;2085.79978515;78157.8362959
09.11.2014 00:00;1912.59083929;101879.028397
10.11.2014 00:00;2102.50775326;135124.182798
11.11.2014 00:00;1967.98171764;113305.321507
12.11.2014 00:00;1432.19861144;452477.717265
13.11.2014 00:00;2064.06673642;665545.924975
14.11.2014 00:00;2352.55559805;602114.038646
15.11.2014 00:00;2078.53688303;212258.386779
16.11.2014 00:00;2214.67750639;219198.126133
17.11.2014 00:00;2159.57000348;344479.170729
18.11.2014 00:00;2227.45597963;250867.206374
19.11.2014 00:00;377.377405286;68368.561796
20.11.2014 00:00;297.738026279;27556.9825013
21.11.2014 00:00;351.358797831;25829.2947709
22.11.2014 00:00;350.066183427;13375.4876997
23.11.2014 00:00;1965.79209845;41650.3037258
24.11.2014 00:00;376.21800373;128539.532321
25.11.2014 00:00;374.227140633;17438.0560169
26.11.2014 00:00;971.628984804;135375.32822
27.11.2014 00:00;2269.85176933;182000.875042
28.11.2014 00:00;2271.00371132;207223.918624
29.11.2014 00:00;2307.21494789;245874.592767
30.11.2014 00:00;2116.53133876;182109.375332
01.12.2014 00:00;2297.60524406;154559.323129
02.12.2014 00:00;2243.76257554;160836.532824
03.12.2014 00:00;2167.69592794;183272.919073
04.12.2014 00:00;1621.6054318;154158.905883
05.12.2014 00:00;2318.91498219;133216.137369
06.12.2014 00:00;1603.55469254;116716.284973
07.12.2014 00:00;1664.96202153;96136.6326137
08.12.2014 00:00;2041.95926236;162941.930346
09.12.2014 00:00;2105.68989807;212920.295595
10.12.2014 00:00;1818.8745137;157665.526087
11.12.2014 00:00;2107.9730802;302934.8308
12.12.2014 00:00;2119.53884494;126486.442947
13.12.2014 00:00;2146.71510818;98379.6006454
14.12.2014 00:00;2066.88010451;115019.635137
15.12.2014 00:00;2084.64583225;74400.6926535
16.12.2014 00:00;1903.4219266;186027.134814
17.12.2014 00:00;1978.81735083;193343.114555
18.12.2014 00:00;1888.26005274;240262.990209
19.12.2014 00:00;1429.44333918;163829.801222
20.12.2014 00:00;2026.73835496;170847.719906
21.12.2014 00:00;1879.54868189;162176.019812
22.12.2014 00:00;2035.141339;130320.267665
23.12.2014 00:00;2086.84315555;158889.926313
24.12.2014 00:00;1369.8169282;101936.85888
25.12.2014 00:00;1666.37130373;100948.19218
26.12.2014 00:00;954.644385678;115885.725593
27.12.2014 00:00;1956.15762005;234508.334513
28.12.2014 00:00;1955.7252569;88930.9713635
29.12.2014 00:00;1653.69723489;144461.058987
30.12.2014 00:00;1898.60916029;111827.325409
31.12.2014 00:00;1707.19762431;85203.3499567
01.01.2015 00:00;1846.24144614;76360.8763633
02.01.2015 00:00;735.375371244;70583.3024047
03.01.2015 00:00;437.883077594;173539.084898
04.01.2015 00:00;1598.33252328;343206.135512
05.01.2015 00:00;1630.61220965;215948.731826
06.01.2015 00:00;1742.18128057;132097.431336
07.01.2015 00:00;1719.35094099;136524.189877
08.01.2015 00:00;1722.46625697;118288.944158
09.01.2015 00:00;1166.92732443;127791.123045
10.01.2015 00:00;308.518875242;149983.852229
11.01.2015 00:00;1348.83071542;119331.387796
12.01.2015 00:00;1643.26805628;132441.031105
13.01.2015 00:00;484.166262072;416571.600398
14.01.2015 00:00;269.666265406;426993.776533
15.01.2015 00:00;1041.45749652;502651.650441
16.01.2015 00:00;1085.57256637;382098.470159
17.01.2015 00:00;775.443860092;217976.009731
18.01.2015 00:00;1286.10448683;266206.113922
19.01.2015 00:00;852.061675653;237851.495758
20.01.2015 00:00;1213.96780965;197099.952875
21.01.2015 00:00;574.310257594;207938.879227
22.01.2015 00:00;1145.44210954;276371.0458
23.01.2015 00:00;1311.62297697;263828.659267
24.01.2015 00:00;1485.50189174;237051.653504
25.01.2015 00:00;1344.32586583;241861.876496
26.01.2015 00:00;1582.40531493;558139.485711
27.01.2015 00:00;1469.59731162;316164.482127
28.01.2015 00:00;959.502083834;215739.862358
29.01.2015 00:00;229.522335238;341684.214502
30.01.2015 00:00;1313.00099249;266113.316599
31.01.2015 00:00;1198.56100158;244658.681434
01.02.2015 00:00;1056.52815959;220861.124768
02.02.2015 00:00;1161.72577834;237973.870257
03.02.2015 00:00;1408.1575854;316072.819891
04.02.2015 00:00;1148.96788151;196611.283021
05.02.2015 00:00;373.038719084;193658.724157
06.02.2015 00:00;1315.25878871;243536.608383
07.02.2015 00:00;1373.25123434;206195.540155
08.02.2015 00:00;235.450606539;177792.238341
09.02.2015 00:00;245.218798207;175280.059826
10.02.2015 00:00;888.629078105;153356.397747
11.02.2015 00:00;1153.90441319;162395.320476
12.02.2015 00:00;233.505485062;127858.182882
13.02.2015 00:00;1459.06170104;288404.471269
14.02.2015 00:00;1277.42588501;284912.110733
15.02.2015 00:00;1413.57766744;411215.599306
16.02.2015 00:00;1358.49675936;310963.236201
17.02.2015 00:00;1354.42897357;277360.63908
18.02.2015 00:00;1424.55866269;219193.72381
19.02.2015 00:00;1277.36658157;188101.267095
20.02.2015 00:00;315.88536337;163093.763332
21.02.2015 00:00;1813.43588605;153083.915601
22.02.2015 00:00;1416.92393562;167684.683423
23.02.2015 00:00;1468.99291959;147788.113921
24.02.2015 00:00;1099.44782695;152268.785097
25.02.2015 00:00;935.89998841;158526.024694
26.02.2015 00:00;235.455104741;107408.779852
27.02.2015 00:00;607.770990354;267811.741046
28.02.2015 00:00;9148.28027284;182463.487117
01.03.2015 00:00;1373.83135123;144488.124001
02.03.2015 00:00;1420.21801974;203320.118776
03.03.2015 00:00;1718.15760728;208548.736086
04.03.2015 00:00;1673.60892715;201846.915127
05.03.2015 00:00;1692.1948535;217251.843642
06.03.2015 00:00;1607.60137823;217880.885238
07.03.2015 00:00;1417.52725082;178321.888821
08.03.2015 00:00;808.174067807;123277.054832
09.03.2015 00:00;7899.84313137;245608.198663
10.03.2015 00:00;1743.5561022;256082.566431
11.03.2015 00:00;1626.56651686;199819.729869
12.03.2015 00:00;1814.82495561;165670.641329
13.03.2015 00:00;1917.11125302;185721.589953
14.03.2015 00:00;1686.55743489;202384.941107
15.03.2015 00:00;1671.64258791;141625.351017
16.03.2015 00:00;1567.1336226;164281.143154
17.03.2015 00:00;1185.35914542;130122.069365
18.03.2015 00:00;777.067034465;253231.353585
19.03.2015 00:00;1543.07259801;332206.190688
20.03.2015 00:00;876.578353286;148114.086882
21.03.2015 00:00;1595.96516476;165984.473087
22.03.2015 00:00;1509.1669419;166673.411348
23.03.2015 00:00;1574.04728194;193326.344533
24.03.2015 00:00;1080.51045804;251878.804352
25.03.2015 00:00;276.955370055;271729.767065
26.03.2015 00:00;1095.79347508;277585.823486
27.03.2015 00:00;247.562195707;115496.682589
28.03.2015 00:00;253.312293013;20106.762871
29.03.2015 00:00;243.352934716;25455.5303328
30.03.2015 00:00;248.534562566;33032.5355083
31.03.2015 00:00;240.028092187;28840.9839882
01.04.2015 00:00;246.784788775;27483.9725669
02.04.2015 00:00;253.766322379;31762.6065667
03.04.2015 00:00;619.941221988;22870.7461637
04.04.2015 00:00;250.126;12610.62473
05.04.2015 00:00;259.007738527;17808.0728533
