Timestamp;Open;High;Low;Close;Volume (BTC);Volume (Currency);Weighted Price;
01.01.2015 00:42;319.94;319.94;319.62;319.62;2.18;697.06;319.66;
01.01.2015 00:43;319.64;319.77;319.6;319.6;3.63;1160.05;319.63;
01.01.2015 00:44;319.63;319.63;319.52;319.52;1.93;616.85;319.61;
01.01.2015 00:45;319.52;319.52;319.52;319.52;1.93;616.67;319.52;
01.01.2015 00:46;319.53;319.53;319.46;319.46;3.84;1226.88;319.5;
01.01.2015 00:47;319.48;319.48;319.44;319.44;1.92;613.36;319.46;
01.01.2015 00:48;319.49;319.76;319.49;319.76;0.76;242.84;319.53;
01.01.2015 00:49;319.76;319.76;319.76;319.76;0.14;43.49;319.76;
01.01.2015 00:50;319.76;319.77;319.76;319.77;0.18;56.28;319.76;
01.01.2015 00:51;319.76;319.76;319.76;319.76;0.13;40.61;319.76;
01.01.2015 00:52;319.44;319.76;319.04;319.76;7.72;2464.95;319.29;
01.01.2015 00:53;319.74;319.74;319.74;319.74;0.25;80;319.74;
01.01.2015 00:54;0;0;0;0;0;0;0;
01.01.2015 00:55;319.53;319.53;319.53;319.53;0.02;6.39;319.53;
01.01.2015 00:56;319.5;319.5;319.13;319.13;0.79;252.12;319.14;
01.01.2015 00:57;319.67;319.69;319.67;319.69;0.15;48.59;319.68;
01.01.2015 00:58;319.67;319.67;319.67;319.67;0.11;35.8;319.67;
01.01.2015 00:59;319.66;319.66;319.66;319.66;0.5;159.83;319.66;
01.01.2015 01:00;319.76;319.76;319.28;319.28;0.03;10.19;319.51;
01.01.2015 01:01;0;0;0;0;0;0;0;
01.01.2015 01:02;319.28;319.73;319.12;319.12;0.38;122.06;319.36;
01.01.2015 01:03;319.12;319.12;318.98;318.98;2.46;785.64;318.99;
01.01.2015 01:04;0;0;0;0;0;0;0;
01.01.2015 01:05;318.66;318.66;318.64;318.64;1.35;430.56;318.65;
01.01.2015 01:06;318.47;318.47;317.93;317.93;4.25;1350.87;318.09;
01.01.2015 01:07;0;0;0;0;0;0;0;
01.01.2015 01:08;0;0;0;0;0;0;0;
01.01.2015 01:09;0;0;0;0;0;0;0;
01.01.2015 01:10;318.87;318.87;318.87;318.87;0.48;152.74;318.87;
01.01.2015 01:11;318.21;318.21;318.21;318.21;0.03;7.96;318.21;
01.01.2015 01:12;318.21;318.88;318.21;318.88;0.6;190.38;318.57;
01.01.2015 01:13;318.84;318.84;318.84;318.84;0.26;81.37;318.84;
01.01.2015 01:14;318.82;318.82;318.82;318.82;0.1;31.56;318.82;
01.01.2015 01:15;0;0;0;0;0;0;0;
01.01.2015 01:16;318.77;318.77;318.77;318.77;0.13;41.96;318.77;
01.01.2015 01:17;318.75;318.75;318.75;318.75;0.06;20.08;318.75;
01.01.2015 01:18;0;0;0;0;0;0;0;
01.01.2015 01:19;0;0;0;0;0;0;0;
01.01.2015 01:20;318.77;318.77;318.77;318.77;0.39;124.49;318.77;
01.01.2015 01:21;0;0;0;0;0;0;0;
01.01.2015 01:22;0;0;0;0;0;0;0;
01.01.2015 01:23;0;0;0;0;0;0;0;
01.01.2015 01:24;318.31;318.31;318.28;318.28;1.77;562.31;318.29;
01.01.2015 01:25;0;0;0;0;0;0;0;
01.01.2015 01:26;0;0;0;0;0;0;0;
01.01.2015 01:27;0;0;0;0;0;0;0;
01.01.2015 01:28;318.68;318.7;318.68;318.7;1.41;449.27;318.7;
01.01.2015 01:29;318.7;318.7;317.85;317.85;14.14;4495.79;318.02;
01.01.2015 01:30;318.68;318.68;318.68;318.68;0.16;49.71;318.68;
01.01.2015 01:31;0;0;0;0;0;0;0;
01.01.2015 01:32;317.85;318.69;317.84;318.69;1.04;330.81;318.08;
01.01.2015 01:33;0;0;0;0;0;0;0;
01.01.2015 01:34;318.69;318.69;318.69;318.69;0.04;14.02;318.69;
01.01.2015 01:35;0;0;0;0;0;0;0;
01.01.2015 01:36;318.69;318.7;318.69;318.7;0.62;198.13;318.69;
01.01.2015 01:37;318.7;318.7;318.7;318.7;2.19;696.89;318.7;
01.01.2015 01:38;319.11;319.11;319.11;319.11;0.5;159.56;319.11;
01.01.2015 01:39;319.1;319.1;319.1;319.1;0.5;159.55;319.1;
01.01.2015 01:40;0;0;0;0;0;0;0;
01.01.2015 01:41;319.07;319.07;319.07;319.07;0.37;117.33;319.07;
01.01.2015 01:42;318.87;318.87;318.07;318.07;14.6;4646.66;318.26;
01.01.2015 01:43;318.99;318.99;318.99;318.99;0.02;5.1;318.99;
01.01.2015 01:44;318.95;318.97;317.83;317.83;11.03;3508.64;318.04;
01.01.2015 01:45;318.91;318.91;318.91;318.91;0.18;58.64;318.91;
01.01.2015 01:46;318.85;318.85;318.85;318.85;0.02;5.1;318.85;
01.01.2015 01:47;0;0;0;0;0;0;0;
01.01.2015 01:48;318.78;318.78;318.78;318.78;0.39;123.05;318.78;
01.01.2015 01:49;318.76;318.76;318.76;318.76;0.18;58.38;318.76;
