Date;CNY
14.03.12 0:00;6,3321
15.03.12 0:00;6,3289
16.03.12 0:00;6,323
17.03.12 0:00;6,323
18.03.12 0:00;6,323
19.03.12 0:00;6,3226
20.03.12 0:00;6,3243
21.03.12 0:00;6,3228
22.03.12 0:00;6,2997
23.03.12 0:00;6,3061
24.03.12 0:00;6,3061
25.03.12 0:00;6,3061
26.03.12 0:00;6,3151
27.03.12 0:00;6,3065
28.03.12 0:00;6,3053
29.03.12 0:00;6,3058
30.03.12 0:00;6,298
31.03.12 0:00;6,298
01.04.12 0:00;6,298
02.04.12 0:00;6,2985
03.04.12 0:00;6,298
04.04.12 0:00;6,298
05.04.12 0:00;6,3135
06.04.12 0:00;6,3072
07.04.12 0:00;6,3072
08.04.12 0:00;6,3072
09.04.12 0:00;6,3089
10.04.12 0:00;6,311
11.04.12 0:00;6,309
12.04.12 0:00;6,3073
13.04.12 0:00;6,3035
14.04.12 0:00;6,3035
15.04.12 0:00;6,3035
16.04.12 0:00;6,3157
17.04.12 0:00;6,3022
18.04.12 0:00;6,304
19.04.12 0:00;6,3039
20.04.12 0:00;6,3086
21.04.12 0:00;6,3086
22.04.12 0:00;6,3086
23.04.12 0:00;6,3088
24.04.12 0:00;6,3074
25.04.12 0:00;6,305
26.04.12 0:00;6,3057
27.04.12 0:00;6,3099
28.04.12 0:00;6,3099
29.04.12 0:00;6,3099
30.04.12 0:00;6,3099
01.05.12 0:00;6,3099
02.05.12 0:00;6,308
03.05.12 0:00;6,3053
04.05.12 0:00;6,306
05.05.12 0:00;6,306
06.05.12 0:00;6,306
07.05.12 0:00;6,3078
08.05.12 0:00;6,3079
09.05.12 0:00;6,3101
10.05.12 0:00;6,3143
11.05.12 0:00;6,3102
12.05.12 0:00;6,3102
13.05.12 0:00;6,3102
14.05.12 0:00;6,3213
15.05.12 0:00;6,3179
16.05.12 0:00;6,3224
17.05.12 0:00;6,326
18.05.12 0:00;6,3283
19.05.12 0:00;6,3283
20.05.12 0:00;6,3283
21.05.12 0:00;6,328
22.05.12 0:00;6,323
23.05.12 0:00;6,3348
24.05.12 0:00;6,3448
25.05.12 0:00;6,3441
26.05.12 0:00;6,3441
27.05.12 0:00;6,3441
28.05.12 0:00;6,3452
29.05.12 0:00;6,3483
30.05.12 0:00;6,3579
31.05.12 0:00;6,3688
01.06.12 0:00;6,3695
02.06.12 0:00;6,3695
03.06.12 0:00;6,3695
04.06.12 0:00;6,3643
05.06.12 0:00;6,3675
06.06.12 0:00;6,3642
07.06.12 0:00;6,3637
08.06.12 0:00;6,3702
09.06.12 0:00;6,3702
10.06.12 0:00;6,3702
11.06.12 0:00;6,3692
12.06.12 0:00;6,3705
13.06.12 0:00;6,369
14.06.12 0:00;6,3705
15.06.12 0:00;6,3656
16.06.12 0:00;6,3656
17.06.12 0:00;6,3656
18.06.12 0:00;6,3573
19.06.12 0:00;6,3546
20.06.12 0:00;6,3598
21.06.12 0:00;6,3649
22.06.12 0:00;6,3649
23.06.12 0:00;6,3649
24.06.12 0:00;6,3649
25.06.12 0:00;6,3634
26.06.12 0:00;6,3629
27.06.12 0:00;6,3569
28.06.12 0:00;6,3575
29.06.12 0:00;6,3537
30.06.12 0:00;6,3537
01.07.12 0:00;6,3537
02.07.12 0:00;6,3487
03.07.12 0:00;6,3524
04.07.12 0:00;6,3477
05.07.12 0:00;6,356
06.07.12 0:00;6,3644
07.07.12 0:00;6,3644
08.07.12 0:00;6,3644
09.07.12 0:00;6,3714
10.07.12 0:00;6,3659
11.07.12 0:00;6,3684
12.07.12 0:00;6,3735
13.07.12 0:00;6,3792
14.07.12 0:00;6,3792
15.07.12 0:00;6,3792
16.07.12 0:00;6,3786
17.07.12 0:00;6,3728
18.07.12 0:00;6,3694
19.07.12 0:00;6,3729
20.07.12 0:00;6,3737
21.07.12 0:00;6,3737
22.07.12 0:00;6,3737
23.07.12 0:00;6,3861
24.07.12 0:00;6,386
25.07.12 0:00;6,3885
26.07.12 0:00;6,3842
27.07.12 0:00;6,3809
28.07.12 0:00;6,3809
29.07.12 0:00;6,3809
30.07.12 0:00;6,3795
31.07.12 0:00;6,362
01.08.12 0:00;6,3685
02.08.12 0:00;6,3674
03.08.12 0:00;6,3724
04.08.12 0:00;6,3724
05.08.12 0:00;6,3724
06.08.12 0:00;6,374
07.08.12 0:00;6,3666
08.08.12 0:00;6,362
09.08.12 0:00;6,3593
10.08.12 0:00;6,3604
11.08.12 0:00;6,3604
12.08.12 0:00;6,3604
13.08.12 0:00;6,3617
14.08.12 0:00;6,3588
15.08.12 0:00;6,3622
16.08.12 0:00;6,3659
17.08.12 0:00;6,3583
18.08.12 0:00;6,3583
19.08.12 0:00;6,3583
20.08.12 0:00;6,3593
21.08.12 0:00;6,356
22.08.12 0:00;6,3516
23.08.12 0:00;6,3538
24.08.12 0:00;6,3547
25.08.12 0:00;6,3547
26.08.12 0:00;6,3547
27.08.12 0:00;6,3568
28.08.12 0:00;6,353
29.08.12 0:00;6,3514
30.08.12 0:00;6,3498
31.08.12 0:00;6,3485
01.09.12 0:00;6,3485
02.09.12 0:00;6,3485
03.09.12 0:00;6,3405
04.09.12 0:00;6,347
05.09.12 0:00;6,3494
06.09.12 0:00;6,343
07.09.12 0:00;6,3429
08.09.12 0:00;6,3429
09.09.12 0:00;6,3429
10.09.12 0:00;6,3379
11.09.12 0:00;6,3351
12.09.12 0:00;6,3266
13.09.12 0:00;6,3297
14.09.12 0:00;6,3149
15.09.12 0:00;6,3149
16.09.12 0:00;6,3149
17.09.12 0:00;6,3175
18.09.12 0:00;6,3189
19.09.12 0:00;6,3093
20.09.12 0:00;6,3038
21.09.12 0:00;6,3053
22.09.12 0:00;6,3053
23.09.12 0:00;6,3053
24.09.12 0:00;6,3093
25.09.12 0:00;6,3062
26.09.12 0:00;6,302
27.09.12 0:00;6,3023
28.09.12 0:00;6,2845
29.09.12 0:00;6,2845
30.09.12 0:00;6,2845
01.10.12 0:00;6,2845
02.10.12 0:00;6,2845
03.10.12 0:00;6,2845
04.10.12 0:00;6,2845
05.10.12 0:00;6,2845
06.10.12 0:00;6,2845
07.10.12 0:00;6,2845
08.10.12 0:00;6,2878
09.10.12 0:00;6,2878
10.10.12 0:00;6,2833
11.10.12 0:00;6,277
12.10.12 0:00;6,2672
13.10.12 0:00;6,2672
14.10.12 0:00;6,2672
15.10.12 0:00;6,2704
16.10.12 0:00;6,2638
17.10.12 0:00;6,2545
18.10.12 0:00;6,2503
19.10.12 0:00;6,2538
20.10.12 0:00;6,2538
21.10.12 0:00;6,2538
22.10.12 0:00;6,2546
23.10.12 0:00;6,2479
24.10.12 0:00;6,248
25.10.12 0:00;6,2417
26.10.12 0:00;6,2485
27.10.12 0:00;6,2485
28.10.12 0:00;6,2485
29.10.12 0:00;6,2438
30.10.12 0:00;6,2405
31.10.12 0:00;6,2372
01.11.12 0:00;6,2411
02.11.12 0:00;6,2415
03.11.12 0:00;6,2415
04.11.12 0:00;6,2415
05.11.12 0:00;6,2454
06.11.12 0:00;6,2456
07.11.12 0:00;6,2437
08.11.12 0:00;6,2429
09.11.12 0:00;6,2452
10.11.12 0:00;6,2452
11.11.12 0:00;6,2452
12.11.12 0:00;6,2291
13.11.12 0:00;6,226
14.11.12 0:00;6,2252
15.11.12 0:00;6,2332
16.11.12 0:00;6,2356
17.11.12 0:00;6,2356
18.11.12 0:00;6,2356
19.11.12 0:00;6,2345
20.11.12 0:00;6,2326
21.11.12 0:00;6,2304
22.11.12 0:00;6,2289
23.11.12 0:00;6,2287
24.11.12 0:00;6,2287
25.11.12 0:00;6,2287
26.11.12 0:00;6,2255
27.11.12 0:00;6,2223
28.11.12 0:00;6,2274
29.11.12 0:00;6,2282
30.11.12 0:00;6,2267
01.12.12 0:00;6,2267
02.12.12 0:00;6,2267
03.12.12 0:00;6,2279
04.12.12 0:00;6,2256
05.12.12 0:00;6,2253
06.12.12 0:00;6,2283
07.12.12 0:00;6,2301
08.12.12 0:00;6,2301
09.12.12 0:00;6,2301
10.12.12 0:00;6,2464
11.12.12 0:00;6,2465
12.12.12 0:00;6,2513
13.12.12 0:00;6,2322
14.12.12 0:00;6,2415
15.12.12 0:00;6,2415
16.12.12 0:00;6,2415
17.12.12 0:00;6,2368
18.12.12 0:00;6,2324
19.12.12 0:00;6,2303
20.12.12 0:00;6,2302
